Duration_minutes,stops_num,Dep_Hour,Arrival_Hour,Journey_Day,Journey_Month,Price,Price_capped,log_Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
1500,1.0,17,18,21,5,14151,14151,9.557611235839621,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1225,1.0,8,4,6,3,13843,13843,9.535607204755236,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0.0,15,18,18,5,7229,7229,8.88599431515281,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
85,0.0,2,4,18,6,4995,4995,8.516392871245468,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
450,1.0,20,4,6,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1375,2.0,5,4,9,5,13029,13029,9.47500967011889,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
550,1.0,19,4,9,3,14053,14053,9.550662331752143,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
885,1.0,16,7,1,3,26890,23017,10.044031797528437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
150,0.0,17,19,1,4,3841,3841,8.253748343328501,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
745,1.0,10,22,1,3,11003,11003,9.306014122044465,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
170,0.0,11,14,9,4,5403,5403,8.59489469908009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
650,1.0,8,18,3,3,15342,15342,9.638414622945206,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1035,2.0,20,13,12,6,12224,12224,9.411238314343073,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140,0.0,19,21,15,3,6297,6297,8.74798740166097,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
330,1.0,15,21,1,5,8844,8844,9.087607606593886,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
690,1.0,14,1,1,6,13377,13377,9.501366845678353,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0.0,20,23,9,3,5706,5706,8.649448770536708,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
640,1.0,21,7,12,6,8372,8372,9.032767522204432,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
860,1.0,6,21,27,5,6526,6526,8.783702698635217,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,16,19,1,6,4823,4823,8.481358738407021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
90,0.0,16,18,24,6,3175,3175,8.063377822367027,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
600,1.0,9,19,6,5,10407,10407,9.250330020192342,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,4,6,18,4,4423,4423,8.39479954320217,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1640,1.0,17,20,9,5,9555,9555,9.1649245084457,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1430,1.0,16,16,1,4,12681,12681,9.447938944259977,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
875,1.0,14,4,6,6,13059,13059,9.477309402830421,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1055,1.0,16,10,9,5,8586,8586,9.058004710672485,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0.0,20,23,6,4,3419,3419,8.13739583005665,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,0.0,17,19,3,6,3873,3873,8.262042843966942,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
625,1.0,10,20,6,6,10203,10203,9.230535079261703,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
535,2.0,19,4,27,5,13029,13029,9.47500967011889,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
365,1.0,16,22,15,5,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
795,1.0,18,8,24,3,11134,11134,9.317848579691468,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1350,1.0,20,18,12,6,8610,8610,9.060795734696166,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
155,0.0,20,22,15,4,4174,4174,8.336869637284956,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1530,1.0,8,9,9,3,11087,11087,9.313618721429684,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
175,0.0,21,0,18,6,3971,3971,8.287025025165063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
715,1.0,7,19,9,4,17531,17531,9.7717830615387,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
160,0.0,5,8,6,6,3573,3573,8.181440695719374,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1350,1.0,9,7,1,5,8366,8366,9.032050676295599,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
150,0.0,14,16,3,3,13885,13885,9.538636417313219,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
460,2.0,17,1,9,6,18485,18485,9.824768967824722,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
150,0.0,19,22,27,4,4409,4409,8.391629968440892,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1625,1.0,20,23,1,5,8085,8085,8.997889450200717,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
480,1.0,17,1,6,6,13377,13377,9.501366845678353,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1100,2.0,13,7,21,5,13538,13538,9.51332968849511,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
395,1.0,19,1,6,3,15147,15147,9.625623789021686,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0.0,11,14,27,5,4030,4030,8.301769763117166,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675,1.0,8,19,6,6,14848,14848,9.605687801896062,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
565,1.0,22,8,18,3,13555,13555,9.514584532726943,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1580,2.0,7,9,18,5,10975,10975,9.303466349965667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1615,2.0,9,12,21,5,13029,13029,9.47500967011889,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1495,1.0,8,9,12,5,9663,9663,9.176162920174596,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90,0.0,10,11,1,6,4050,4050,8.30671904320269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
655,1.0,17,4,3,6,14714,14714,9.596622660667574,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
655,2.0,10,21,1,3,11213,11213,9.324918276683619,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
165,0.0,6,8,9,4,4544,4544,8.421783006611578,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
145,0.0,9,11,15,6,3873,3873,8.262042843966942,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
480,1.0,13,21,9,4,12537,12537,9.436519311833914,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
575,1.0,9,19,6,5,13067,13067,9.477921772720961,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1760,2.0,23,4,9,5,16704,16704,9.723463354790857,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
330,1.0,6,12,15,3,8714,8714,9.07280095795412,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1320,2.0,14,12,3,6,13376,13376,9.501292093295586,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0.0,8,10,27,6,3597,3597,8.188133414510478,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
760,1.0,12,1,18,5,7670,7670,8.945202263959297,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2245,2.0,9,23,24,3,14410,14410,9.575747082838362,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1420,1.0,9,9,15,5,7480,7480,8.920121751872404,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1335,1.0,20,18,9,5,13584,13584,9.516721521860449,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1050,1.0,16,10,1,3,25735,23017,10.044031797528437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180,0.0,17,20,1,4,4544,4544,8.421783006611578,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
600,1.0,9,19,21,5,8099,8099,8.99961934066053,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
730,1.0,16,4,15,5,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
550,1.0,19,4,21,3,12557,12557,9.438113191674054,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
195,0.0,11,14,9,5,9564,9564,9.165865881874353,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
725,1.0,21,9,12,3,13817,13817,9.53372736904874,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
575,1.0,9,19,18,5,12384,12384,9.42424134192346,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
860,1.0,4,19,21,5,7575,7575,8.932740634865914,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1155,2.0,16,12,6,5,14120,14120,9.555418330069251,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
915,1.0,7,22,9,3,6916,6916,8.841737428600585,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
920,1.0,7,22,27,5,7878,7878,8.971956271245688,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1290,1.0,22,20,18,3,11087,11087,9.313618721429684,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
150,0.0,14,16,27,4,4804,4804,8.477412321404392,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
135,0.0,9,12,15,6,3597,3597,8.188133414510478,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2065,2.0,5,16,15,5,12723,12723,9.451245252869034,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
95,0.0,20,21,15,5,2227,2227,7.708859601047175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
735,1.0,7,19,24,5,9929,9929,9.203315757039219,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
730,1.0,21,9,9,6,11841,11841,9.37940781309172,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1015,1.0,11,4,9,5,12373,12373,9.423352776090933,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1325,1.0,20,19,21,5,12898,12898,9.464905067965136,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1545,2.0,5,7,3,3,15113,15113,9.623376745580666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
440,1.0,11,19,18,5,10529,10529,9.261983605128021,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1115,2.0,13,7,27,3,8875,8875,9.091106284052485,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
740,1.0,8,20,15,5,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0.0,6,8,1,3,15676,15676,9.659949949068531,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
910,1.0,8,23,1,4,7064,7064,8.862908295118627,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
685,1.0,8,19,9,6,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1610,1.0,14,16,6,3,19595,19595,9.883080742758466,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1090,1.0,14,8,1,5,13941,13941,9.542661146046344,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
455,1.0,8,16,21,3,6790,6790,8.823353485113792,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
145,0.0,9,11,27,4,3841,3841,8.253748343328501,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1280,1.0,11,9,18,3,11087,11087,9.313618721429684,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1410,2.0,19,19,15,5,11491,11491,9.34940642009918,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,5,8,9,4,3943,3943,8.279950715722526,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1200,1.0,11,7,1,3,22270,22270,10.01104066270085,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155,0.0,17,19,9,6,4878,4878,8.492695559815838,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
335,1.0,22,4,9,6,14714,14714,9.596622660667574,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
740,1.0,6,19,24,6,10877,10877,9.294497679982905,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1410,2.0,19,19,15,6,9653,9653,9.175127616220438,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
960,1.0,20,12,24,5,14571,14571,9.586857158128455,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1550,1.0,18,20,1,4,7064,7064,8.862908295118627,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,0.0,15,17,6,3,5618,5618,8.633908991112198,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
690,1.0,14,1,15,5,13727,13727,9.527192821727743,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
190,0.0,14,17,1,4,4851,4851,8.48714627006394,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
760,2.0,9,21,24,3,15187,15187,9.628260921351693,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0.0,7,10,15,5,3419,3419,8.13739583005665,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165,0.0,6,8,1,4,3943,3943,8.279950715722526,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1615,2.0,9,12,18,5,15129,15129,9.624434806782402,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,0,3,21,6,3419,3419,8.13739583005665,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1395,2.0,20,19,21,5,10861,10861,9.29302573859479,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
295,1.0,5,10,21,4,7074,7074,8.864322722511439,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1780,2.0,9,15,6,5,11542,11542,9.353834471614912,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
320,1.0,6,12,21,4,6968,6968,8.84922702143852,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
180,0.0,17,20,12,6,5769,5769,8.660427359502146,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1580,1.0,20,22,12,6,7927,7927,8.978156076009824,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
800,1.0,18,8,12,6,13044,13044,9.47616019757083,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
810,2.0,23,12,21,5,15129,15129,9.624434806782402,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
145,0.0,9,11,1,5,3841,3841,8.253748343328501,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
155,0.0,20,22,24,6,4804,4804,8.477412321404392,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
160,0.0,5,8,12,4,4319,4319,8.371010681238156,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1270,1.0,21,19,27,5,16079,16079,9.685331542732957,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
375,1.0,22,5,18,3,54826,23017,10.044031797528437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
485,1.0,17,1,9,3,12351,12351,9.421573272264558,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1570,1.0,17,19,6,5,13067,13067,9.477921772720961,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
765,1.0,18,7,12,3,13817,13817,9.53372736904874,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
175,0.0,21,0,21,5,3625,3625,8.195885391314796,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1775,3.0,9,15,12,3,18293,18293,9.81432841621631,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
165,0.0,19,22,1,4,5613,5613,8.633018756921828,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1565,1.0,6,8,6,3,11038,11038,9.309189736018352,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0.0,6,8,3,4,4077,4077,8.3133619511344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
780,1.0,8,21,27,3,6883,6883,8.83695515733143,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0.0,17,19,3,3,19508,19508,9.878631176537262,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
865,1.0,8,23,15,3,8714,8714,9.07280095795412,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155,0.0,4,7,1,5,4804,4804,8.477412321404392,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
450,1.0,8,15,3,3,15078,15078,9.621058326365796,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
150,0.0,17,19,21,4,4807,4807,8.478036476215044,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
565,3.0,11,21,6,3,21829,21829,9.99104044954399,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
160,0.0,11,14,24,3,5403,5403,8.59489469908009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
550,1.0,7,16,1,3,26890,23017,10.044031797528437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
495,1.0,23,7,18,5,7335,7335,8.9005490139363,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
650,2.0,17,4,27,3,9412,9412,9.14984699154722,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
685,1.0,8,19,21,5,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0.0,18,21,6,6,4990,4990,8.515391569469609,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1760,2.0,23,4,27,5,16704,16704,9.723463354790857,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2240,2.0,5,19,9,4,7711,7711,8.950532836290382,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
655,1.0,17,4,3,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
490,1.0,12,21,24,6,6007,6007,8.700847193443972,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1200,2.0,9,5,1,4,12219,12219,9.410829232725586,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0.0,20,23,1,5,3898,3898,8.268475388982598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1745,1.0,17,22,6,5,11467,11467,9.34731582700326,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
725,2.0,8,20,18,5,12534,12534,9.436280010592395,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
590,1.0,8,18,6,6,10844,10844,9.291459423260974,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,0.0,5,8,24,3,4377,4377,8.384347278082808,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
140,0.0,17,20,9,6,11982,11982,9.391244257682517,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
170,0.0,9,12,9,6,4423,4423,8.39479954320217,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
550,1.0,19,4,3,3,17234,17234,9.754697478950966,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
945,1.0,7,22,1,4,8295,8295,9.023528749909364,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2295,2.0,5,19,6,3,15864,15864,9.671870704017296,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,11,14,27,5,3398,3398,8.131236549696116,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
750,1.0,13,1,9,6,7198,7198,8.881697406469304,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0.0,6,8,6,4,7229,7229,8.88599431515281,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1375,2.0,5,4,12,6,13014,13014,9.473857817428666,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1440,1.0,14,14,9,5,6528,6528,8.784009071186633,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1620,2.0,9,12,12,6,13292,13292,9.4949928598676,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1430,2.0,19,19,21,5,15129,15129,9.624434806782402,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1395,2.0,20,19,15,6,11071,11071,9.31217467785745,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0.0,6,9,21,4,4174,4174,8.336869637284956,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
890,1.0,4,18,27,3,11299,11299,9.332558004700433,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1010,1.0,19,12,18,5,12373,12373,9.423352776090933,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1645,1.0,5,9,1,3,13439,13439,9.50599061407714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155,0.0,20,22,1,5,4804,4804,8.477412321404392,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1210,2.0,9,5,12,5,11642,11642,9.362460420037015,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,0.0,0,3,18,6,3419,3419,8.13739583005665,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
335,2.0,6,12,21,5,6103,6103,8.716699572964293,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1100,2.0,7,1,9,5,13033,13033,9.475316606892326,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
420,2.0,8,15,18,3,11245,11245,9.327767788852148,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
330,1.0,6,12,1,4,10056,10056,9.21602418844448,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1080,1.0,20,14,6,6,10539,10539,9.262932822095353,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140,0.0,22,0,18,3,5277,5277,8.57130251706327,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
795,1.0,10,23,21,5,11936,11936,9.387398099095039,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1375,2.0,5,4,9,6,13014,13014,9.473857817428666,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1640,1.0,17,20,6,6,8820,8820,9.084890521258767,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1295,1.0,15,12,9,5,12373,12373,9.423352776090933,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1655,1.0,9,12,1,6,10262,10262,9.236300473645715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
85,0.0,7,8,3,6,4995,4995,8.516392871245468,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1315,1.0,21,19,27,3,7438,7438,8.914491710191342,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0.0,5,8,21,3,4148,4148,8.330622620332868,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140,0.0,14,17,27,5,3597,3597,8.188133414510478,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
955,1.0,7,23,1,5,5192,5192,8.555066843844319,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
740,1.0,8,20,6,3,16736,16736,9.725377116513638,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
480,1.0,13,21,1,6,7933,7933,8.978912601074276,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
675,1.0,8,19,18,5,8879,8879,9.091556835986216,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
